运输方式,路线,价格,环比,日期,价格数值
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/10/12,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/10/5,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/9/28,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/9/21,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/9/7,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/8/31,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/8/24,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/8/17,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/8/3,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/7/27,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/7/20,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/7/13,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/7/6,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/6/29,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/6/22,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/6/15,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/6/8,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/6/1,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/5/25,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/5/18,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/5/11,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/5/4,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/4/27,4923.0
整车运输-17.5,上海-合肥,4923元/整车,-0.79%,2022/4/20,4923.0
